from_url,to_url,rel
https://purduethink.com/recruitment-1,https://purduethink.com/interview-process,internal
https://purduethink.com/recruitment-1,https://purduethink.com/projects,internal
https://purduethink.com/recruitment-1,https://purduethink.com/client-interest,internal
https://purduethink.com/recruitment-1,https://purduethink.com/about-consulting,internal
https://purduethink.com/recruitment-1,mailto:purduethink@gmail.com,internal
https://purduethink.com/recruitment-1,https://giving.purdue.edu/cart?dids=SO3476&appealcode=17898,external
https://purduethink.com/recruitment-1,https://forms.gle/pkRka4dP3iUTuxcWA,external
https://purduethink.com/recruitment-1,https://www.instagram.com/purduethink_/,external
https://purduethink.com/recruitment-1,https://www.linkedin.com/company/purduethink/,external
https://purduethink.com/recruitment-1,http://squarespace.com,external
https://purduethink.com/recruitment-1,https://connect.purdue.edu/s/givenow?appealcode=17898&dids=SO3476,external
